20111101,100000,8186.00000,8186.00000,8091.00000,8121.00000,2856800
20111101,100500,8120.00000,8157.00000,8120.00000,8150.00000,1291700
20111101,101000,8152.00000,8156.00000,8122.00000,8124.00000,715300
20111101,101500,8123.00000,8131.00000,8110.00000,8116.00000,1049300
20111101,102000,8114.00000,8146.00000,8114.00000,8144.00000,510400
20111101,102500,8144.00000,8145.00000,8123.00000,8137.00000,316100
20111101,103000,8140.00000,8152.00000,8125.00000,8135.00000,525100
20111101,103500,8133.00000,8136.00000,8125.00000,8134.00000,415600
20111101,104000,8133.00000,8135.00000,8109.00000,8111.00000,642800
20111101,104500,8111.00000,8122.00000,8102.00000,8108.00000,752200
20111101,105000,8106.00000,8110.00000,8092.00000,8106.00000,566500
20111101,105500,8106.00000,8106.00000,8086.00000,8095.00000,723200
20111101,110000,8095.00000,8098.00000,8060.00000,8064.00000,2484300
20111101,110500,8064.00000,8064.00000,8035.00000,8037.00000,2113000
20111101,111000,8039.00000,8042.00000,8022.00000,8042.00000,1113700
20111101,111500,8042.00000,8053.00000,8031.00000,8033.00000,737700
20111101,112000,8031.00000,8055.00000,8031.00000,8044.00000,387400
20111101,112500,8041.00000,8047.00000,8033.00000,8044.00000,744800
20111101,113000,8043.00000,8051.00000,8025.00000,8049.00000,696800
20111101,113500,8050.00000,8056.00000,8025.00000,8037.00000,682000
20111101,114000,8035.00000,8045.00000,8020.00000,8023.00000,696000
20111101,114500,8023.00000,8054.00000,8022.00000,8032.00000,677600
20111101,115000,8032.00000,8038.00000,8013.00000,8037.00000,878900
20111101,115500,8037.00000,8039.00000,8007.00000,8018.00000,456300
20111101,120000,8017.00000,8017.00000,7992.00000,7994.00000,1598600
20111101,120500,7994.00000,8004.00000,7947.00000,7955.00000,3979100
20111101,121000,7952.00000,7971.00000,7950.00000,7962.00000,1818000
20111101,121500,7962.00000,7975.00000,7936.00000,7970.00000,1989700
20111101,122000,7971.00000,7973.00000,7940.00000,7944.00000,1138300
20111101,122500,7947.00000,7955.00000,7894.00000,7907.00000,2665600
20111101,123000,7907.00000,7921.00000,7878.00000,7913.00000,3810100
20111101,123500,7914.00000,7929.00000,7886.00000,7925.00000,2210400
20111101,124000,7924.00000,7929.00000,7901.00000,7903.00000,911400
20111101,124500,7905.00000,7945.00000,7903.00000,7936.00000,885700
20111101,125000,7938.00000,7942.00000,7923.00000,7929.00000,468300
20111101,125500,7928.00000,7943.00000,7910.00000,7917.00000,731800
20111101,130000,7918.00000,7939.00000,7905.00000,7931.00000,819000
20111101,130500,7930.00000,7933.00000,7900.00000,7923.00000,907500
20111101,131000,7922.00000,7946.00000,7916.00000,7918.00000,918600
20111101,131500,7918.00000,7932.00000,7907.00000,7926.00000,578400
20111101,132000,7925.00000,7927.00000,7900.00000,7905.00000,832300
20111101,132500,7905.00000,7918.00000,7900.00000,7909.00000,612400
20111101,133000,7907.00000,7915.00000,7877.00000,7892.00000,1780400
20111101,133500,7892.00000,7925.00000,7888.00000,7915.00000,980100
20111101,134000,7915.00000,7930.00000,7905.00000,7929.00000,986200
20111101,134500,7928.00000,7939.00000,7905.00000,7918.00000,761500
20111101,135000,7920.00000,7921.00000,7900.00000,7915.00000,1102300
20111101,135500,7914.00000,7940.00000,7912.00000,7926.00000,592500
